protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen	domain	lit
OSBPL9	pos	18	797.5296	797.5296	44000	III.2	unknown	7.95	7.8768097	7.63	8.39	PG/BMP			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(38:5)	38:5	NA	NA	E	OSBP	False
OSBPL9	pos	18	797.5296	797.5296	44000	III.2	unknown	7.95	7.8768097	7.63	8.39	PG/BMP			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(36:2)	36:2	NA	NA	E	OSBP	False
OSBPL9	pos	19	603.5345	603.5345	37000	III.2	unknown	7.96	7.9257286	7.63	8.31	DAG-O		O	36.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(36:4)	36:4	NA	NA	E	OSBP	False
OSBPL9	pos	19	603.5345	603.5345	37000	III.2	unknown	7.96	7.9257286	7.63	8.31	DAG-O		O	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(34:1)	34:1	NA	NA	E	OSBP	False
OSBPL9	pos	20	752.5198	752.5198	35000	III.2	unknown	8.71	8.6943814	8.5	9.02	PE			37.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(37:5)	37:5	NA	NA	E	OSBP	False
OSBPL9	pos	20	752.5198	752.5198	35000	III.2	unknown	8.71	8.6943814	8.5	9.02	PC			34.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(34:5)	34:5	NA	NA	E	OSBP	False
OSBPL9	pos	20	752.5198	752.5198	35000	III.2	unknown	8.71	8.6943814	8.5	9.02	Hex2Cer		d	26.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	NA	NA	Hex2Cer(26:0)	26:0	NA	NA	E	OSBP	False
OSBPL9	pos	20	752.5198	752.5198	35000	III.2	unknown	8.71	8.6943814	8.5	9.02	PA			39.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(39:6)	39:6	NA	NA	E	OSBP	False
OSBPL9	pos	20	752.5198	752.5198	35000	III.2	unknown	8.71	8.6943814	8.5	9.02	PC			32.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(32:2)	32:2	NA	NA	E	OSBP	False
OSBPL9	pos	20	752.5198	752.5198	35000	III.2	unknown	8.71	8.6943814	8.5	9.02	PE			35.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(35:2)	35:2	NA	NA	E	OSBP	False
OSBPL9	pos	21	760.486	760.486	35000	III.2	unknown	7.87	7.828095200000001	7.65	8.41	PE			38.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(38:8)	38:8	NA	NA	E	OSBP	False
OSBPL9	pos	21	760.486	760.486	35000	III.2	unknown	7.87	7.828095200000001	7.65	8.41	PA			40.0	9.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(40:9)	40:9	NA	NA	E	OSBP	False
OSBPL9	pos	21	760.486	760.486	35000	III.2	unknown	7.87	7.828095200000001	7.65	8.41	PE			36.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(36:5)	36:5	NA	NA	E	OSBP	False
OSBPL9	pos	21	760.486	760.486	35000	III.2	unknown	7.87	7.828095200000001	7.65	8.41	PC			33.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(33:5)	33:5	NA	NA	E	OSBP	False
OSBPL9	pos	22	806.5905	806.5905	35000	I	PG(18:1/19:1)	8.76	8.7321732	8.5	9.06	PG			37.0	2.0		18.0	1.0		19.0	1.0		NaN	NaN	PG	PG	PG	PG(37:2)	37:2	PG(18:1/19:1)	18:1/19:1	E	OSBP	False
OSBPL9	pos	23	775.5484	775.5484	25000	III.2	unknown	7.96	7.929589000000001	7.67	8.31	PG/BMP			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(36:2)	36:2	NA	NA	E	OSBP	False
OSBPL9	pos	24	819.5116	819.5116	23000	III.2	unknown	7.97	7.9705203	7.63	8.35	PG/BMP			40.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(40:8)	40:8	NA	NA	E	OSBP	False
OSBPL9	pos	24	819.5116	819.5116	23000	III.2	unknown	7.97	7.9705203	7.63	8.35	PI			33.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	NA	PI(33:3)	33:3	NA	NA	E	OSBP	False
OSBPL9	pos	24	819.5116	819.5116	23000	III.2	unknown	7.97	7.9705203	7.63	8.35	PG/BMP			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(38:5)	38:5	NA	NA	E	OSBP	False
OSBPL9	pos	25	577.5185	577.5185	21000	III.2	unknown	7.8	7.8395889	7.04	8.07	DAG-O		O	34.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(34:3)	34:3	NA	NA	E	OSBP	False
OSBPL9	pos	25	577.5185	577.5185	21000	III.2	unknown	7.8	7.8395889	7.04	8.07	DAG-O		O	32.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(32:0)	32:0	NA	NA	E	OSBP	False
TTPAL	neg	0	773.5337	773.5337	9600000	I	PG(18:1/18:1)	8.01	8.017609799999999	7.19	8.53	PG/BMP			36.0	2.0		18.0	1.0		18.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(36:2)	36:2	PG/BMP(18:1/18:1)	18:1/18:1	E	CRAL-TRIO	False
TTPAL	neg	1	733.5025	733.5025	7100000	I	PG(16:0/17:1)	7.45	7.4382994	6.54	7.73	PG/BMP			33.0	1.0		16.0	0.0		17.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(33:1)	33:1	PG/BMP(16:0/17:1)	16:0/17:1	E	CRAL-TRIO	False
TTPAL	neg	2	747.5183	747.5183	6100000	I	PG(16:0/18:1)	7.89	7.8857236	7.15	8.19	PG/BMP			34.0	1.0		16.0	0.0		18.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(34:1)	34:1	PG/BMP(16:0/18:1)	16:0/18:1	E	CRAL-TRIO	False
TTPAL	neg	3	759.5178	759.5178	5400000	I	PG(17:1/18:1)	7.57	7.5643491	6.69	7.84	PG/BMP			35.0	2.0		17.0	1.0		18.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(35:2)	35:2	PG/BMP(17:1/18:1)	17:1/18:1	E	CRAL-TRIO	False
TTPAL	neg	4	702.5078	702.5078	4600000	I	PE(16:0/17:1)	8.62	8.6257218	8.22	8.94	PE			33.0	1.0		16.0	0.0		17.0	1.0		NaN	NaN	PE	PE	PE	PE(33:1)	33:1	PE(16:0/17:1)	16:0/17:1	E	CRAL-TRIO	False
TTPAL	neg	5	761.5333	761.5333	2600000	I	PG(16:0/19:1)	8.74	8.751931899999999	8.03	9.04	PG/BMP			35.0	1.0		16.0	0.0		19.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(35:1)	35:1	PG/BMP(16:0/19:1)	16:0/19:1	E	CRAL-TRIO	False
TTPAL	neg	6	728.5236	728.5236	2600000	I	PE(17:1/18:1)	8.75	8.762497999999999	8.36	9.07	PE			35.0	2.0		17.0	1.0		18.0	1.0		NaN	NaN	PE	PE	PE	PE(35:2)	35:2	PE(17:1/18:1)	17:1/18:1	E	CRAL-TRIO	False
TTPAL	neg	7	714.5079	714.5079	2100000	I	PE(16:1/18:1)	7.92	7.907449799999999	7.46	8.48	PE			34.0	2.0		16.0	1.0		18.0	1.0		NaN	NaN	PE	PE	PE	PE(34:2)	34:2	PE(16:1/18:1)	16:1/18:1	E	CRAL-TRIO	False
TTPAL	neg	8	787.5491	787.5491	2100000	I	PG(18:1/19:1)	8.87	8.8653419	8.25	9.13	PG/BMP			37.0	2.0		18.0	1.0		19.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(37:2)	37:2	PG/BMP(18:1/19:1)	18:1/19:1	E	CRAL-TRIO	False
TTPAL	neg	9	688.4918	688.4918	1900000	I	PE(16:0/16:1)	7.78	7.785729399999999	7.29	8.12	PE			32.0	1.0		16.0	0.0		16.0	1.0		NaN	NaN	PE	PE	PE	PE(32:1)	32:1	PE(16:0/16:1)	16:0/16:1	E	CRAL-TRIO	False
TTPAL	neg	10	730.5397	730.5397	740000	I	PE(16:0/19:1)	10.01	10.02138	9.69	10.3	PE			35.0	1.0		16.0	0.0		19.0	1.0		NaN	NaN	PE	PE	PE	PE(35:1)	35:1	PE(16:0/19:1)	16:0/19:1	E	CRAL-TRIO	False
TTPAL	neg	11	731.4869	731.4869	680000	I	PG(16:1/17:1)	6.41	6.4159001	5.53	6.66	PG/BMP			33.0	2.0		16.0	1.0		17.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(33:2)	33:2	PG/BMP(16:1/17:1)	16:1/17:1	E	CRAL-TRIO	False
TTPAL	neg	12	789.5285	789.5285	590000	III.2	unknown	6.48	6.5242212	5.53	6.88	PG		O	35.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(35:3)	35:3	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	13	700.4919	700.4919	530000	I	PE(16:1/17:1)	7.44	7.4463316	6.97	7.75	PE			33.0	2.0		16.0	1.0		17.0	1.0		NaN	NaN	PE	PE	PE	PE(33:2)	33:2	PE(16:1/17:1)	16:1/17:1	E	CRAL-TRIO	False
TTPAL	neg	14	756.5555	756.5555	470000	I	PE(19:1/18:1)	10.15	10.146847	9.83	10.45	PE			37.0	2.0		19.0	1.0		18.0	1.0		NaN	NaN	PE	PE	PE	PE(37:2)	37:2	PE(18:1/19:1)	18:1/19:1	E	CRAL-TRIO	False
TTPAL	neg	15	693.471	693.471	350000	I	PG(14:0/16:0)	6.48	6.4714345	5.47	6.72	PG/BMP			30.0	0.0		14.0	0.0		16.0	0.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(30:0)	30:0	PG/BMP(14:0/16:0)	14:0/16:0	E	CRAL-TRIO	False
TTPAL	neg	16	691.4558	691.4558	350000	I	PG(14:0/16:1)	5.55	5.6091109	4.54	5.84	PG/BMP			30.0	1.0		14.0	0.0		16.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(30:1)	30:1	PG/BMP(14:0/16:1)	14:0/16:1	E	CRAL-TRIO	False
TTPAL	neg	17	660.4611	660.4611	320000	I	PE(14:0/16:1)	6.43	6.4675929	5.91	6.8	PE			30.0	1.0		14.0	0.0		16.0	1.0		NaN	NaN	PE	PE	PE	PE(30:1)	30:1	PE(14:0/16:1)	14:0/16:1	E	CRAL-TRIO	False
TTPAL	neg	18	717.4716	717.4716	260000	I	PG(16:1/16:1)	5.73	5.7306797	4.77	6.39	PG/BMP			32.0	2.0		16.0	1.0		16.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(32:2)	32:2	PG/BMP(16:1/16:1)	16:1/16:1	E	CRAL-TRIO	False
TTPAL	neg	19	705.4711	705.4711	230000	I	PG(14:0/17:1)	6.2	6.210673799999999	5.33	6.42	PG/BMP			31.0	1.0		14.0	0.0		17.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(31:1)	31:1	PG/BMP(14:0/17:1)	14:0/17:1	E	CRAL-TRIO	False
TTPAL	neg	20	763.5135	763.5135	230000	III.2	unknown	6.29	6.311698199999999	5.28	6.79	PG		O	33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(33:2)	33:2	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	21	674.4764	674.4764	230000	I	PE(14:0/17:1)	7.21	7.2055802	6.73	7.48	PE			31.0	1.0		14.0	0.0		17.0	1.0		NaN	NaN	PE	PE	PE	PE(31:1)	31:1	PE(14:0/17:1)	14:0/17:1	E	CRAL-TRIO	False
TTPAL	neg	22	339.2328	339.2328	220000	III.5	unknown	2.91	2.9301812	0.15	3.04	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	23	873.458	873.458	190000	I	PI(31:1)	7.99	7.9805121	7.3	8.46	PI			31.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	PI	PI	PI(31:1)	31:1	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	24	381.1739	381.1739	160000	III.2	unknown	3.83	3.858582	3.01	4.31	PA			13.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	PA	PA(13:0)	13:0	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	25	1128.7046	1128.7046	150000	III.5	unknown	10.34	10.324626	10.08	11.03	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	26	761.4978	761.4978	150000	III.2	unknown	5.46	5.4712494	4.36	5.87	PG		O	33.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(33:3)	33:3	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	27	426.1713	426.1713	150000	III.5	unknown	3.83	3.8284487	3.06	4.25	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	28	841.5205	841.5205	140000	III.2	unknown	8.01	8.0224019	7.27	8.51	PI	Lyso		36.0	5.0		36.0	5.0		NaN	NaN		NaN	NaN	LysoPI	NA	NA	LysoPI(36:5)	36:5	LysoPI(36:5)	36:5	E	CRAL-TRIO	False
TTPAL	neg	28	841.5205	841.5205	140000	III.2	unknown	8.01	8.0224019	7.27	8.51	PI		O	36.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PI-O	NA	NA-O	NA-O(36:5)	36:5	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	28	841.5205	841.5205	140000	III.2	unknown	8.01	8.0224019	7.27	8.51	PG/BMP			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(38:5)	38:5	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	29	847.4413	847.4413	140000	I	PI(29:0)	7.87	7.8293441	7.21	8.1	PI			29.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	PI	PI	PI(29:0)	29:0	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	30	833.4266	833.4266	130000	I	PI(28:0)	7.44	7.5099409	6.74	7.67	PI			28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	PI	PI	PI(28:0)	28:0	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	31	410.1767	410.1767	110000	III.5	unknown	3.83	3.8151781	3.08	4.2	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	32	801.4887	801.4887	100000	III.2	unknown	7.43	7.4062395	6.64	7.71	PI		O	33.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PI-O	NA	NA-O	NA-O(33:4)	33:4	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	32	801.4887	801.4887	100000	III.2	unknown	7.43	7.4062395	6.64	7.71	PG/BMP			35.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(35:4)	35:4	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	33	771.5163	771.5163	100000	I	PG(18:1/18:2)	7.59	7.588341	6.85	8.06	PG/BMP			36.0	3.0		18.0	1.0		18.0	2.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(36:3)	36:3	PG/BMP(18:1/18:2)	18:1/18:2	E	CRAL-TRIO	False
TTPAL	neg	34	859.4416	859.4416	99000	I	PI(30:1)	7.55	7.5665544	6.85	7.79	PI			30.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	PI	PI	PI(30:1)	30:1	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	35	815.5043	815.5043	88000	III.2	unknown	7.86	7.873368	7.08	8.21	PI		O	34.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PI-O	NA	NA-O	NA-O(34:4)	34:4	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	35	815.5043	815.5043	88000	III.2	unknown	7.86	7.873368	7.08	8.21	PI	Lyso		34.0	4.0		34.0	4.0		NaN	NaN		NaN	NaN	LysoPI	NA	NA	LysoPI(34:4)	34:4	LysoPI(34:4)	34:4	E	CRAL-TRIO	False
TTPAL	neg	35	815.5043	815.5043	88000	III.2	unknown	7.86	7.873368	7.08	8.21	PG/BMP			36.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(36:4)	36:4	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	35	815.5043	815.5043	88000	III.2	unknown	7.86	7.873368	7.08	8.21	HexDAG			36.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	HexDAG	NA	NA	HexDAG(36:8)	36:8	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	36	735.4825	735.4825	83000	III.2	unknown	5.29	5.238883299999999	4.17	5.78	PG		O	31.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(31:2)	31:2	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	37	281.2482	281.2482	82000	I	FA(18:1)	3.82	3.7753188	3.24	4.05	FA			18.0	1.0		18.0	1.0		NaN	NaN		NaN	NaN	FA	FA	FA	FA(18:1)	18:1	FA(18:1)	18:1	E	CRAL-TRIO	False
TTPAL	neg	38	1345.7596	1345.7596	73000	III.2	unknown	9.24	9.1698216	8.9	11.37	PI			60.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	NA	PI(60:8)	60:8	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	38	1345.7596	1345.7596	73000	III.2	unknown	9.24	9.1698216	8.9	11.37	GA1		d	40.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	GA1	NA	NA	GA1(40:6)	40:6	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	39	775.5132	775.5132	68000	III.2	unknown	6.08	6.0451841	5.09	6.51	PG		O	34.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(34:3)	34:3	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	40	801.5656	801.5656	64000	I	PG(19:1/19:1)	9.72	9.6885355	9.45	9.99	PG/BMP			38.0	2.0		19.0	1.0		19.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(38:2)	38:2	PG/BMP(19:1/19:1)	19:1/19:1	E	CRAL-TRIO	False
TTPAL	neg	41	851.4355	851.4355	63000	III.5	unknown	8.61	8.6078157	8.25	8.92	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	42	1522.0523	1522.0523	62000	III.5	unknown	7.89	7.882319	7.3	8.14	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	43	665.4405	665.4405	61000	I	BMP(12:0/16:0), BMP(14:0/14:0), PG(12:0/16:0), PG(14:0/14:0)	5.37	5.389327199999999	4.36	5.58	PG/BMP			28.0	0.0		12.0	0.0		16.0	0.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(28:0)	28:0	PG/BMP(12:0/16:0)	12:0/16:0	E	CRAL-TRIO	False
TTPAL	neg	43	665.4405	665.4405	61000	I	BMP(12:0/16:0), BMP(14:0/14:0), PG(12:0/16:0), PG(14:0/14:0)	5.37	5.389327199999999	4.36	5.58	PG/BMP			28.0	0.0		14.0	0.0		14.0	0.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(28:0)	28:0	PG/BMP(14:0/14:0)	14:0/14:0	E	CRAL-TRIO	False
TTPAL	neg	44	1548.0703	1548.0703	60000	III.5	unknown	8.0	7.9699462	7.53	8.14	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	45	478.2942	478.2942	60000	I	LysoPE(18:1)	2.34	2.3232903	1.24	2.48	LysoPE	Lyso		18.0	1.0		18.0	1.0		NaN	NaN		NaN	NaN	LysoPE	LysoPE	LysoPE	LysoPE(18:1)	18:1	LysoPE(18:1)	18:1	E	CRAL-TRIO	False
TTPAL	neg	46	540.1486	540.1486	52000	III.5	unknown	3.83	3.8384919	3.2	4.08	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	47	777.5965	777.5965	52000	III.2	unknown	10.9	10.913069	10.2	12.03	PG		O	37.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(37:0)	37:0	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	47	777.5965	777.5965	52000	III.2	unknown	10.9	10.913069	10.2	12.03	SM		d	40.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	NA	NA	SM(40:5)	40:5	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	47	777.5965	777.5965	52000	III.2	unknown	10.9	10.913069	10.2	12.03	PA		O	39.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	NA	NA-O	NA-O(39:0)	39:0	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	48	671.4656	671.4656	51000	I	PA(18:1/16:1)	7.24	7.2311686	6.57	7.78	PA			34.0	2.0		18.0	1.0		16.0	1.0		NaN	NaN	PA	PA	PA	PA(34:2)	34:2	PA(16:1/18:1)	16:1/18:1	E	CRAL-TRIO	False
TTPAL	neg	49	721.502	721.502	50000	I	PG(16:0/16:0)	7.72	7.699049400000001	7.36	7.98	PG/BMP			32.0	0.0		16.0	0.0		16.0	0.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(32:0)	32:0	PG/BMP(16:0/16:0)	16:0/16:0	E	CRAL-TRIO	False
TTPAL	neg	50	796.5091	796.5091	48000	III.2	unknown	8.76	8.7736129	8.38	9.05	PS			37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(37:4)	37:4	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	50	796.5091	796.5091	48000	III.2	unknown	8.76	8.7736129	8.38	9.05	PE			37.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(37:5)	37:5	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	50	796.5091	796.5091	48000	III.2	unknown	8.76	8.7736129	8.38	9.05	PC			34.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(34:5)	34:5	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	50	796.5091	796.5091	48000	III.2	unknown	8.76	8.7736129	8.38	9.05	Hex2Cer		d	26.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	NA	NA	Hex2Cer(26:0)	26:0	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	51	882.4305	882.4305	48000	III.5	unknown	7.41	7.3790394	6.63	7.72	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	52	829.5199	829.5199	47000	III.2	unknown	8.73	8.677576100000001	8.1	9.03	PI		O	35.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PI-O	NA	NA-O	NA-O(35:4)	35:4	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	52	829.5199	829.5199	47000	III.2	unknown	8.73	8.677576100000001	8.1	9.03	PG/BMP			37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(37:4)	37:4	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	53	799.5297	799.5297	45000	III.2	unknown	7.99	7.985400400000001	7.27	8.51	HexDAG			38.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	HexDAG	NA	NA	HexDAG(38:7)	38:7	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	53	799.5297	799.5297	45000	III.2	unknown	7.99	7.985400400000001	7.27	8.51	PA			44.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(44:8)	44:8	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	53	799.5297	799.5297	45000	III.2	unknown	7.99	7.985400400000001	7.27	8.51	PI	Lyso	O	30.0	0.0	O	30.0	0.0		NaN	NaN		NaN	NaN	LysoPI-O	NA	NA-O	NA-O(30:0)	30:0	NA-O(30:0)	30:0	E	CRAL-TRIO	False
TTPAL	neg	54	699.4966	699.4966	45000	I	PA(18:1/18:1)	8.58	8.5342843	7.94	9.09	PA			36.0	2.0		18.0	1.0		18.0	1.0		NaN	NaN	PA	PA	PA	PA(36:2)	36:2	PA(18:1/18:1)	18:1/18:1	E	CRAL-TRIO	False
TTPAL	neg	55	907.4463	907.4463	45000	II	PI(34:5)	7.56	NaN	6.81	7.79	PI			34.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	PI	PI	PI(34:5)	34:5	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	56	1468.0081	1468.0081	44000	III.5	unknown	7.43	7.443425	6.6	7.55	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	57	744.5558	744.5558	43000	I	PE(18:0/18:1)	10.53	10.531208	10.22	10.84	PE			36.0	1.0		18.0	0.0		18.0	1.0		NaN	NaN	PE	PE	PE	PE(36:1)	36:1	PE(18:0/18:1)	18:0/18:1	E	CRAL-TRIO	False
TTPAL	neg	58	663.4239	663.4239	42000	I	PG(12:0/16:1)	4.62	4.6197391	3.57	4.97	PG/BMP			28.0	1.0		12.0	0.0		16.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(28:1)	28:1	PG/BMP(12:0/16:1)	12:0/16:1	E	CRAL-TRIO	False
TTPAL	neg	59	1494.0249	1494.0249	42000	III.5	unknown	7.46	7.4754826	6.7	7.67	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	CRAL-TRIO	False
TTPAL	neg	60	803.5431	803.5431	41000	III.2	unknown	7.24	7.2196561	6.39	7.61	PG		O	36.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(36:3)	36:3	NA	NA	E	CRAL-TRIO	False
